author,author-corrected,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,,,,,
Jason Scorse,Jason Scorse,Male,,,,,,,,,,
Reyer Gerlagh,Reyer Gerlagh,Male,,,,,,,,,,
Johannes H. Diederich,Johannes H. Diederich,Male,,,,,,,,,,
Timo Goeschl,Timo Goeschl,Male,,,,,,,,,,
Susan Yeh,Susan Yeh,Female,,,,,,,,,,
Sebastien Houde,Sebastien Houde,Male,,,,,,,,,,
Mirabelle Muuls,Mirabelle Muuls,Female,,,,,,,,,,
Laure B. de Preux,Laure B. De Preux,Female,,,,,,,,,,
Katrina Jessoe,Katrina Jessoe,Female,,,,,,,,,,
Jayjit Roy,Jayjit Roy,Male,,,,,,,,,,
Daniel L. Millimet,Daniel L. Millimet,Male,DANIEL MILLIMET,,,,,,,,,
Mark Curtis,Mark Curtis,Male,,,,,,,,,,
Gabriel Jimenez,Gabriel Jimenez,Male,,,,,,,,,,
Jesus Saurina,Jesus Saurina,Male,,,,,,,,,,
Gabriel I. Chodorow-Reich,Gabriel I. Chodorow-Reich,Male,Gabriel Chodorow-Reich,,,,,,,,,
Moritz HP Schularick,Moritz Hp Schularick,Male,Moritz HP. Schularick,Moritz Schularick,,,,,,,,
Alan M. Taylor,Alan M. Taylor,Male,ALAN TAYLOR,,,,,,,,,
Andrea Carriero,Andrea Carriero,Male,,,,,,,,,,
David M. Rothschild,David M. Rothschild,Male,,,,,,,,,,
Yunjong Eo,Yunjong Eo,Male,,,,,,,,,,
Elmar Mertens,Elmar Mertens,Male,,,,,,,,,,
Dong Hwan Oh,Dong Hwan Oh,Male,,,,,,,,,,
Torben G. Andersen,Torben G. Andersen,Male,TORBEN ANDERSEN,,,,,,,,,
Nicola Fusari,Nicola Fusari,Male,,,,,,,,,,
Dobrislav Dobrev,Dobrislav Dobrev,Male,,,,,,,,,,
Ernst Schuamburg,Ernst Schuamburg,Male,,,,,,,,,,
Francisco Barillas,Francisco Barillas,Male,,,,,,,,,,
Yuriy Kitsul,Yuriy Kitsul,Male,,,,,,,,,,
James  Choi,James  Choi,Male,,,,,,,,,,
Amanda Starc,Amanda Starc,Female,,,,,,,,,,
Justin Dimick,Justin Dimick,Male,,,,,,,,,,
Yuting Zhang,Yuting Zhang,Female,,,,,,,,,,
Chao Zhou,Chao Zhou,Male,,,,,,,,,,
Aviva Aron-Dine,Aviva Aron-Dine,Female,,,,,,,,,,
Mark R. Cullen,Mark R. Cullen,Male,MARK CULLEN,,,,,,,,,
David Wennberg,David Wennberg,Male,,,,,,,,,,
Ariel Dora Stern,Ariel Dora Stern,Female,,,,,,,,,,
Eric Helland,Eric Helland,Male,,,,,,,,,,
Peter A. Savelyev,Peter A. Savelyev,Male,Peter Savelyev,,,,,,,,,
Ming-Jen Lin,Ming-Jen Lin,Male,,,,,,,,,,
Elaine Liu,Elaine Liu,Female,,,,,,,,,,
Loreto Reyes,Loreto Reyes,Male,,,,,,,,,,
Sergio S. Urzua,Sergio S. Urzua,Male,Sergio Urzua,,,,,,,,,
Tomas Rau,Tomas Rau,Male,,,,,,,,,,
Anant Nyshadham,Anant Nyshadham,Male,,,,,,,,,,
Casey Warman,Casey Warman,Male,,,,,,,,,,
Joshua Robinson,Joshua Robinson,Male,,,,,,,,,,
Paige Skiba,Paige Skiba,Female,,,,,,,,,,
Neil Bhutta,Neil Bhutta,Male,,,,,,,,,,
Tarun Ramadorai,Tarun Ramadorai,Male,,,,,,,,,,
Benjamin Ranish,Benjamin Ranish,Male,,,,,,,,,,
Santosh Anagol,Santosh Anagol,Male,,,,,,,,,,
Ronel Elul,Ronel Elul,Male,,,,,,,,,,
Yan Zhang,Yan Zhang,Female,,,,,,,,,,
Jing Cai,Jing Cai,Female,,,,,,,,,,
Alessandro Acquisti,Alessandro Acquisti,Male,,,,,,,,,,
Roberto Fernandez,Roberto Fernandez,Male,,,,,,,,,,
Dan Nguyen,Dan Nguyen,Male,,,,,,,,,,
Akhmed Umyarov,Akhmed Umyarov,Male,,,,,,,,,,
Dylan Walker,Dylan Walker,Male,,,,,,,,,,
Jeffrey Prince,Jeffrey Prince,Male,,,,,,,,,,
Ali Yorukoglu,Ali Yorukoglu,Male,,,,,,,,,,
Andrew Ching,Andrew Ching,Male,,,,,,,,,,
Masakazu Ishihara,Masakazu Ishihara,Male,,,,,,,,,,
Jason Chan,Jason Chan,Male,,,,,,,,,,
Anindya Ghose,Anindya Ghose,Male,,,,,,,,,,
Joo Hee Oh,Joo Hee Oh,Female,,,,,,,,,,
"David H. Reiley, Jr.","David H. Reiley, Jr.",Male,David Reiley,,,,,,,,,
Michael D. Smith,Michael D. Smith,Male,Michael Smith,,,,,,,,,
Jeffrey Yu  Hu,Jeffrey Yu  Hu,Male,,,,,,,,,,
Misiek Piskorski,Misiek Piskorski,Male,,,,,,,,,,
Rajiv Garg,Rajiv Garg,Male,,,,,,,,,,
Przemyslaw Jeziorskiy,Przemyslaw Jeziorskiy,Male,,,,,,,,,,
Ilya Segal,Ilya Segal,Male,,,,,,,,,,
Sabrina Pabilonia,Sabrina Pabilonia,Female,,,,,,,,,,
Dick Murnane,Dick Murnane,Male,,,,,,,,,,
Jacek Suda,Jacek Suda,Male,,,,,,,,,,
Patrick A. Pintus,Patrick A. Pintus,Male,,,,,,,,,,
Anton Korinek,Anton Korinek,Male,,,,,,,,,,
Francisco Lippi,Francisco Lippi,Male,,,,,,,,,,
Filip Matejka,Filip Matejka,Male,,,,,,,,,,
Gee Hee Hong,Gee Hee Hong,Female,,,,,,,,,,
Henry E. Siu,Henry E. Siu,Male,,,,,,,,,,
Tomoyuki Nakajima,Tomoyuki Nakajima,Male,,,,,,,,,,
Sam Whitt,Sam Whitt,Male,,,,,,,,,,
Alessandra Cassar,Alessandra Cassar,Female,,,,,,,,,,
Michele Tertilt,Michele Tertilt,Female,,,,,,,,,,
Torsten Persson,Torsten Persson,Male,,,,,,,,,,
Dorothee Rouzet,Dorothee Rouzet,Female,,,,,,,,,,
Li Shi,Li Shi,Male,,,,,,,,,,
Maelys de La Rupelle,Maelys De La Rupelle,Female,,,,,,,,,,
John Silva,John Silva,Male,,,,,,,,,,
Farbrizio Zilibotti,Farbrizio Zilibotti,Male,,,,,,,,,,
Hans-Joachim Voth,Hans-Joachim Voth,Male,,,,,,,,,,
Timo Boppart,Timo Boppart,Male,,,,,,,,,,
Massimo Morelli,Massimo Morelli,Male,,,,,,,,,,
Wing Suen,Wing Suen,Male,,,,,,,,,,
Heng Chen,Heng Chen,Male,,,,,,,,,,
Yang Lu,Yang Lu,Female,,,,,,,,,,
Emin M. Dinlersoz,Emin M. Dinlersoz,Male,Emin Dinlersoz,,,,,,,,,
Joram Mayshar,Joram Mayshar,Male,,,,,,,,,,
Felix Tintelnot,Felix Tintelnot,Male,,,,,,,,,,
Paul Grieco,Paul Grieco,Male,,,,,,,,,,
Alon Eizenberg,Alon Eizenberg,Male,,,,,,,,,,
Gregory Lewis,Gregory Lewis,Male,,,,,,,,,,
Gabriel Weintraub,Gabriel Weintraub,Male,,,,,,,,,,
Marcelo Olivares,Marcelo Olivares,Male,,,,,,,,,,
Sang Won Kim,Sang Won Kim,Male,,,,,,,,,,
Keith Brand,Keith Brand,Male,,,,,,,,,,
Robin Lee,Robin Lee,Male,,,,,,,,,,
Nirupama Rao,Nirupama Rao,Female,,,,,,,,,,
Otto Toivanen,Otto Toivanen,Male,,,,,,,,,,
Lotta Vaananen,Lotta Vaananen,Female,,,,,,,,,,
Danielle Li,Danielle Li,Female,,,,,,,,,,
Natalia Zinovyeva,Natalia Zinovyeva,Female,,,,,,,,,,
Manuel Bagues,Manuel Bagues,Male,,,,,,,,,,
W. Walker Hanlon,W. Walker Hanlon,Male,Walker Hanlon,,,,,,,,,
Paula Stephan Georgia,Paula Stephan Georgia,Female,,,,,,,,,,
Charles Vest,Charles Vest,Male,,,,,,,,,,
Pian Shu,Pian Shu,Female,,,,,,,,,,
Kira Fabrizio,Kira Fabrizio,Female,,,,,,,,,,
Simon Wakeman,Simon Wakeman,Male,,,,,,,,,,
Jonathan Chiu,Jonathan Chiu,Male,,,,,,,,,,
Noah Stoffman,Noah Stoffman,Male,,,,,,,,,,
Chris Borek,Chris Borek,Male,,,,,,,,,,
Greg Rafert,Greg Rafert,Male,,,,,,,,,,
Laurits Chrsitensen,Laurits Chrsitensen,Male,,,,,,,,,,
Peter Hess,Peter Hess,Male,,,,,,,,,,
Hong Luo,Hong Luo,Female,,,,,,,,,,
Avri Ravid,Avri Ravid,Male,,,,,,,,,,
Suman Basuroy,Suman Basuroy,Male,,,,,,,,,,
Thomas Kostka,Thomas Kostka,Male,,,,,,,,,,
Roland Straub,Roland Straub,Male,,,,,,,,,,
Maury Obstfield,Maury Obstfield,Male,,,,,,,,,,
Claudio Montenegro,Claudio Montenegro,Male,,,,,,,,,,
Vincenz Quadrini,Vincenz Quadrini,Male,,,,,,,,,,
Maya R. Eden,Maya R. Eden,Female,Maya Eden,,,,,,,,,
Raphael Auer,Raphael Auer,Male,,,,,,,,,,
Graciela Kaminsk,Graciela Kaminsk,Female,,,,,,,,,,
Christoph S. Trebesch,Christoph S. Trebesch,Male,Christoph Trebesch,,,,,,,,,
Juan Cruces,Juan Cruces,Male,,,,,,,,,,
Thomas J. Holmes,Thomas J. Holmes,Male,THOMAS HOLMES,,,,,,,,,
Edward C. Prescott,Edward C. Prescott,Male,EDWARD PRESCOTT,,,,,,,,,
Veronica Rappaport,Veronica Rappaport,Female,,,,,,,,,,
Joseph P. Kaboski,Joseph P. Kaboski,Male,JOSEPH KABOSKI,,,,,,,,,
Beatriz de Blas,Beatriz De Blas,Female,,,,,,,,,,
Stefania Garreto,Stefania Garreto,Female,,,,,,,,,,
Carolina Villegas-Sanchez,Carolina Villegas-Sanchez,Female,,,,,,,,,,
Brian McCaig,Brian Mccaig,Male,,,,,,,,,,
Treb Allen,Treb Allen,Male,,,,,,,,,,
Pol Antràs,Pol AntràS,Male,POL ANTRAS,,,,,,,,,
Kunal Dasgupta,Kunal Dasgupta,Male,,,,,,,,,,
Nina Pavcnik,Nina Pavcnik,Female,NBER Nina Pavcnik,,,,,,,,,
Amit Khandelwal,Amit Khandelwal,Male,NBER Amit Khandelwal,,,,,,,,,
Prachi Mishra,Prachi Mishra,Female,,,,,,,,,,
Justin Caron,Justin Caron,Male,,,,,,,,,,
Thibault Fally,Thibault Fally,Male,,,,,,,,,,
Karen Helene Ulltveit-Moe,Karen Helene Ulltveit-Moe,Female,,,,,,,,,,
Esther Ann Boeler,Esther Ann Boeler,Female,,,,,,,,,,
Ferdinando Monte,Ferdinando Monte,Male,,,,,,,,,,
David Dorn,David Dorn,Male,,,,,,,,,,
Marc-Andreas Muendler,Marc-Andreas Muendler,Male,MARC MUENDLER,,,,,,,,,
Roland Rathelot,Roland Rathelot,Male,,,,,,,,,,
Kory Kroft,Kory Kroft,Male,,,,,,,,,,
Alexander M. Gelber,Alexander M. Gelber,Male,ALEX GELBER,,,,,,,,,
Daniel W. Sacks,Daniel W. Sacks,Male,,,,,,,,,,
Damon Jones,Damon Jones,Male,,,,,,,,,,
Ian Schmutte,Ian Schmutte,Male,,,,,,,,,,
Rober Slonim,Rober Slonim,Male,,,,,,,,,,
Hitoshi Shigeoka,Hitoshi Shigeoka,Male,,,,,,,,,,
Patrick M. Kline,Patrick M. Kline,Male,PATRICK KLINE,NBER Patrick Kline,,,,,,,,
Briana Chang,Briana Chang,Female,,,,,,,,,,
Lee E. Ohanian,Lee E. Ohanian,Male,LEE OHANIAN,,,,,,,,,
Kyle F. Herkenhoff,Kyle F. Herkenhoff,Male,Kyle Herkenhoff,,,,,,,,,
Tzuo Hann Law,Tzuo Hann Law,Male,,,,,,,,,,
Kerwin Kofi Charles,Kerwin Kofi Charles,Male,KERWIN CHARLES,,,,,,,,,
Aysegul Sahin,Aysegul Sahin,Female,,,,,,,,,,
Stephen J. Redding,Stephen J. Redding,Male,STEPHEN REDDING,,,,,,,,,
Sam Schulhofer-Wohl,Sam Schulhofer-Wohl,Male,,,,,,,,,,
Sophie Osotimehin,Sophie Osotimehin,Female,,,,,,,,,,
Nicolas Vincent,Nicolas Vincent,Male,,,,,,,,,,
Cameron A. Shelton,Cameron A. Shelton,Male,,,,,,,,,,
David Lucca,David Lucca,Male,,,,,,,,,,
Dolan Antenucci,Dolan Antenucci,Male,,,,,,,,,,
Mike Cafarella,Mike Cafarella,Male,,,,,,,,,,
Akbar Sadeghi,Akbar Sadeghi,Male,,,,,,,,,,
David Talan,David Talan,Male,,,,,,,,,,
Grahm Elliot,Grahm Elliot,Male,,,,,,,,,,
Dongho Song,Dongho Song,Male,,,,,,,,,,
Erika McEntarfer,Erika Mcentarfer,Female,,,,,,,,,,
Theresa Kuchler,Theresa Kuchler,Female,,,,,,,,,,
Jay Stewart,Jay Stewart,Male,,,,,,,,,,
Lucy Eldridge,Lucy Eldridge,Female,,,,,,,,,,
Prasanna Tambe,Prasanna Tambe,Male,,,,,,,,,,
Robert Groves,Robert Groves,Male,,,,,,,,,,
Steve Landefeld,Steve Landefeld,Male,,,,,,,,,,
Heekung Kim,Heekung Kim,Female,,,,,,,,,,
Nina Singh,Nina Singh,Female,,,,,,,,,,
Daniel Keniston,Daniel Keniston,Male,,,,,,,,,,
Raghabendra Chattopadhyay,Raghabendra Chattopadhyay,Male,,,,,,,,,,
James Liang,James Liang,Male,,,,,,,,,,
Brian Bell,Brian Bell,Male,,,,,,,,,,
Ghazala Azmat,Ghazala Azmat,Female,,,,,,,,,,
Rosa Ferrer,Rosa Ferrer,Female,,,,,,,,,,
Takao Kato,Takao Kato,Male,,,,,,,,,,
Mitchell Hoffman,Mitchell Hoffman,Male,,,,,,,,,,
Gharad T. Bryan,Gharad T. Bryan,Male,,,,,,,,,,
Jon Eguia,Jon Eguia,Male,,,,,,,,,,
Alberto Chong,Alberto Chong,Male,,,,,,,,,,
Alessandro Riboni,Alessandro Riboni,Male,,,,,,,,,,
Sylvain Chassang,Sylvain Chassang,Male,,,,,,,,,,
Duncan Simester,Duncan Simester,Male,,,,,,,,,,
Eric Anderson,Eric Anderson,Male,,,,,,,,,,
Etienne Gagnon,Etienne Gagnon,Male,,,,,,,,,,
Hakan Selin,Hakan Selin,Male,,,,,,,,,,
Spencer Bastani,Spencer Bastani,Male,,,,,,,,,,
Johannes Spinnewijn,Johannes Spinnewijn,Male,,,,,,,,,,
Matthew C. Weinzierl,Matthew C. Weinzierl,Male,MATTHEW WEINZIERL,Mathhew Weinzierl,,,,,,,,
Juan Pantano,Juan Pantano,Male,,,,,,,,,,
William Fischel,William Fischel,Male,,,,,,,,,,
Andrei Kirilenko,Andrei Kirilenko,Male,,,,,,,,,,
Stephane Verani,Stephane Verani,Male,,,,,,,,,,
Anna Kovner,Anna Kovner,Female,,,,,,,,,,
Gara Afonso,Gara Afonso,Female,,,,,,,,,,
Andrea L. Eisfeldt,Andrea L. Eisfeldt,Female,ANDREA EISFELDT,,,,,,,,,
Andrew G. Atkeson,Andrew G. Atkeson,Male,ANDREW ATKESON,,,,,,,,,
Jamie McAndrews,Jamie Mcandrews,Male,,,,,,,,,,
Scott Duke Kominers,Scott Duke Kominers,Male,Scott Duke. Kominers,,,,,,,,,
Denise DiPasquale,Denise Dipasquale,Female,,,,,,,,,,
Qinghua Zhang,Qinghua Zhang,Female,,,,,,,,,,
Victor Couture,Victor Couture,Male,,,,,,,,,,
Diego A. Comin,Diego A. Comin,Male,DIEGO COMIN,,,,,,,,,
Mikhail Dmitriev,Mikhail Dmitriev,Male,,,,,,,,,,
Qiang Li,Qiang Li,Male,,,,,,,,,,
Sanghoon Lee,Sanghoon Lee,Male,,,,,,,,,,
Peter N. Ganong,Peter N. Ganong,Male,Peter Ganong,,,,,,,,,
Daniel Shoag,Daniel Shoag,Male,,,,,,,,,,
Xuan Tam,Xuan Tam,Male,,,,,,,,,,
Kartik Athreya,Kartik Athreya,Male,,,,,,,,,,
Soojin Kim,Soojin Kim,Female,,,,,,,,,,
Daniel Cooper,Daniel Cooper,Male,,,,,,,,,,
Wenli Li,Wenli Li,Female,,,,,,,,,,
Florian Oswald,Florian Oswald,Male,,,,,,,,,,
Richard Blundell,Richard Blundell,Male,,,,,,,,,,
Itay Saporta Eksten,Itay Saporta Eksten,Male,Itay Saporta-Eksten,,,,,,,,,
Filippo Scoccianti,Filippo Scoccianti,Male,,,,,,,,,,
Ponpoje Porapakkarm,Ponpoje Porapakkarm,Male,,,,,,,,,,
Ricardo Serrano-Padial,Ricardo Serrano-Padial,Male,,,,,,,,,,
Lukasz Drozd,Lukasz Drozd,Male,,,,,,,,,,
Juan Sanchez,Juan Sanchez,Male,,,,,,,,,,
Julien Matheron,Julien Matheron,Male,,,,,,,,,,
Chao He,Chao He,Male,,,,,,,,,,
Yu Zhu,Yu Zhu,Male,,,,,,,,,,
Michael Gelman,Michael Gelman,Male,,,,,,,,,,
Shachar Kariv,Shachar Kariv,Male,,,,,,,,,,
William B. Peterman,William B. Peterman,Male,,,,,,,,,,
Susanne Forstner,Susanne Forstner,Female,,,,,,,,,,
Alex Rees-Jones,Alex Rees-Jones,Male,,,,,,,,,,
Jake Wetzel,Jake Wetzel,Male,,,,,,,,,,
Joanne Song,Joanne Song,Female,,,,,,,,,,
Kalman Rupp,Kalman Rupp,Male,,,,,,,,,,
Ben Handel,Ben Handel,Male,,,,,,,,,,
Michael D. Whinston,Michael D. Whinston,Male,MICHAEL WHINSTON,,,,,,,,,
Bjorn Wallace,Bjorn Wallace,Male,,,,,,,,,,
David Cesarini,David Cesarini,Male,,,,,,,,,,
Mariana Carrera,Mariana Carrera,Female,,,,,,,,,,
Adam Sacarny,Adam Sacarny,Male,,,,,,,,,,
Katherine Swartz,Katherine Swartz,Female,,,,,,,,,,
Joan Costa Font,Joan Costa Font,Female,,,,,,,,,,
Robin S. Lee,Robin S. Lee,Male,,,,,,,,,,
Katherine Ho,Katherine Ho,Female,,,,,,,,,,
Jonathan C. Cribb,Jonathan C. Cribb,Male,,,,,,,,,,
Weicheng Lian,Weicheng Lian,Male,,,,,,,,,,
Silvia H. Barcellos,Silvia H. Barcellos,Female,Silvia Barcellos,,,,,,,,,
Felix Reichling,Felix Reichling,Male,,,,,,,,,,
David Chan,David Chan,Male,,,,,,,,,,
David Blau,David Blau,Male,,,,,,,,,,
Adam Leive,Adam Leive,Male,,,,,,,,,,
Daniel L. McFadden,Daniel L. Mcfadden,Male,DANIEL MCFADDEN,,,,,,,,,
Ashley Teres Swanson,Ashley Teres Swanson,Female,Ashley Swanson,,,,,,,,,
Jason Abaluck,Jason Abaluck,Male,,,,,,,,,,
Alexander L. Brown,Alexander L. Brown,Male,,,,,,,,,,
Frank N. Caliendo,Frank N. Caliendo,Male,,,,,,,,,,
Alice Chen,Alice Chen,Female,,,,,,,,,,
Laura X. Liu,Laura X. Liu,Female,,,,,,,,,,
Colin Ward,Colin Ward,Male,,,,,,,,,,
Robert Ready,Robert Ready,Male,,,,,,,,,,
Juhani T. Linnainmaa,Juhani T. Linnainmaa,Male,,,,,,,,,,
Joseph Gerakos,Joseph Gerakos,Male,,,,,,,,,,
Andrea Ajello,Andrea Ajello,Male,,,,,,,,,,
Samuel P. Fraiberger,Samuel P. Fraiberger,Male,,,,,,,,,,
Richard K. Crump,Richard K. Crump,Male,Richard Crump,,,,,,,,,
A.Craig Burnside,A.Craig Burnside,Male,CRAIG BURNSIDE,,,,,,,,,
Jeremy J. Graveline,Jeremy J. Graveline,Male,,,,,,,,,,
Adrian Buss,Adrian Buss,Male,,,,,,,,,,
Jessica W. Wachter,Jessica W. Wachter,Female,JESSICA WACHTER,,,,,,,,,
Sang Byung Seo,Sang Byung Seo,Male,,,,,,,,,,
Rui Albuguerque,Rui Albuguerque,Male,,,,,,,,,,
Pasquale Della Corte,Pasquale Della Corte,Male,,,,,,,,,,
Lucio Sarno,Lucio Sarno,Male,,,,,,,,,,
Lawrence Jin,Lawrence Jin,Male,,,,,,,,,,
Wei Dou,Wei Dou,Male,,,,,,,,,,
Emilio Osambela,Emilio Osambela,Male,,,,,,,,,,
Steven D. Baker,Steven D. Baker,Male,,,,,,,,,,
Arthur Korteweg,Arthur Korteweg,Male,,,,,,,,,,
Mark Leary,Mark Leary,Male,,,,,,,,,,
Michael R. Roberts,Michael R. Roberts,Male,MICHAEL ROBERTS,,,,,,,,,
Matthias Kehrig,Matthias Kehrig,Male,"Matthias Kehrig, University of Texas",,,,,,,,,
Antonio Falato,Antonio Falato,Male,,,,,,,,,,
Lukas Schmid,Lukas Schmid,Male,NBER Lukas Schmid,,,,,,,,,
Timothy Cogley,Timothy Cogley,Male,,,,,,,,,,
Viktor Tsyrennikov,Viktor Tsyrennikov,Male,,,,,,,,,,
David Easley,David Easley,Male,,,,,,,,,,
Lawrence Blume,Lawrence Blume,Male,,,,,,,,,,
Thomas Drechsel,Thomas Drechsel,Male,,,,,,,,,,
David Marqu. Ibanez,David Marqu. Ibanez,Male,David Marquez-Ibanez,,,,,,,,,
Gabriella Conti,Gabriella Conti,Female,,,,,,,,,,
Taryn Dinkelman,Taryn Dinkelman,Female,,,,,,,,,,
Adam Isen,Adam Isen,Male,,,,,,,,,,
Maya Rossin-Slater,Maya Rossin-Slater,Female,,,,,,,,,,
Manjula Ramachandra,Manjula Ramachandra,Female,,,,,,,,,,
Maitreesh Ghatak,Maitreesh Ghatak,Male,,,,,,,,,,
Erlend Berg,Erlend Berg,Male,,,,,,,,,,
Sanchari Roy,Sanchari Roy,Female,,,,,,,,,,
Rajasekhar Durgam,Rajasekhar Durgam,Male,,,,,,,,,,
Andrew Zuppann,Andrew Zuppann,Male,,,,,,,,,,
Stefan Petry,Stefan Petry,Male,,,,,,,,,,
Cesare Fracassi,Cesare Fracassi,Male,,,,,,,,,,
Jennifer Brown,Jennifer Brown,Female,,,,,,,,,,
Joan Farre-Mensa,Joan Farre-Mensa,Female,,,,,,,,,,
Andrew MacKinlay,Andrew Mackinlay,Male,,,,,,,,,,
Indraneel Chakraborty,Indraneel Chakraborty,Male,,,,,,,,,,
Daniel Paravasini,Daniel Paravasini,Male,,,,,,,,,,
Filippo Ippolito,Filippo Ippolito,Male,,,,,,,,,,
Ali Ozdagli,Ali Ozdagli,Male,,,,,,,,,,
Tracy Yue Wang,Tracy Yue Wang,Female,,,,,,,,,,
Yihui Pan,Yihui Pan,Female,,,,,,,,,,
Lily Fang,Lily Fang,Female,,,,,,,,,,
Amil Dasgupta,Amil Dasgupta,Male,,,,,,,,,,
Michael Brennan,Michael Brennan,Male,,,,,,,,,,
Christian C. Opp,Christian C. Opp,Male,,,,,,,,,,
Dion Bongaerts,Dion Bongaerts,Male,,,,,,,,,,
Barney Hartman-Glaser,Barney Hartman-Glaser,Male,,,,,,,,,,
Jens Josephson,Jens Josephson,Male,,,,,,,,,,
Yihui Wang,Yihui Wang,Female,,,,,,,,,,
Sergei Kovbasyuk,Sergei Kovbasyuk,Male,,,,,,,,,,
Pete Kyle,Pete Kyle,Male,,,,,,,,,,
Bilge Yilmaz,Bilge Yilmaz,Male,,,,,,,,,,
Jordan Nickerson,Jordan Nickerson,Male,,,,,,,,,,
Kimberly J. Cornaggia,Kimberly J. Cornaggia,Female,,,,,,,,,,
Han Xia,Han Xia,Male,,,,,,,,,,
Natalia Kovrijnykh,Natalia Kovrijnykh,Female,,,,,,,,,,
Anjan V. Thakor,Anjan V. Thakor,Male,Anjan Thakor,,,,,,,,,
Anand M. Goel,Anand M. Goel,Male,Anand Goel,,,,,,,,,
Michael Guttentag,Michael Guttentag,Male,,,,,,,,,,
Aurelie Ouss,Aurelie Ouss,Female,,,,,,,,,,
Amanda Agan,Amanda Agan,Female,,,,,,,,,,
Bruno O. Vaz,Bruno O. Vaz,Male,,,,,,,,,,
Keith Finlay,Keith Finlay,Male,,,,,,,,,,
Benjamin Lessing,Benjamin Lessing,Male,,,,,,,,,,
Ethan Bueno de Mesquita,Ethan Bueno De Mesquita,Male,,,,,,,,,,
Elizabeth Beasley,Elizabeth Beasley,Female,,,,,,,,,,
Yongxiang Wang,Yongxiang Wang,Male,,,,,,,,,,
Armin Rick,Armin Rick,Male,,,,,,,,,,
Bruce Western,Bruce Western,Male,,,,,,,,,,
Ben Grunwald,Ben Grunwald,Male,,,,,,,,,,
Brian Greaney,Brian Greaney,Male,,,,,,,,,,
Eva Van Leemput,Eva Van Leemput,Female,,,,,,,,,,
Tristan Reed,Tristan Reed,Male,,,,,,,,,,
Manjula Ramachandran,Manjula Ramachandran,Female,,,,,,,,,,
Vivi Alatas,Vivi Alatas,Female,,,,,,,,,,
Arun G. Chandrasekhar,Arun G. Chandrasekhar,Male,,,,,,,,,,
Elisabeth Sadoulet,Elisabeth Sadoulet,Female,,,,,,,,,,
Alain de Janvry,Alain De Janvry,Male,,,,,,,,,,
Melanie Morten,Melanie Morten,Female,,,,,,,,,,
David H. Yanagizawa-Drott,David H. Yanagizawa-Drott,Male,,,,,,,,,,
Jacob Svensson,Jacob Svensson,Male,,,,,,,,,,
Martina Bjorkman-Nyqvist,Martina Bjorkman-Nyqvist,Female,,,,,,,,,,
Alessandro Tarozzi,Alessandro Tarozzi,Male,,,,,,,,,,
Dean Yang,Dean Yang,Male,,,,,,,,,,
Ganesh Seshan,Ganesh Seshan,Male,,,,,,,,,,
Anton Cheremukhin,Anton Cheremukhin,Male,,,,,,,,,,
Sergei Guriev,Sergei Guriev,Male,,,,,,,,,,
Tetsuji Okazaki,Tetsuji Okazaki,Male,,,,,,,,,,
Serguey Braguinsky,Serguey Braguinsky,Male,,,,,,,,,,
Atsushi Ohyama,Atsushi Ohyama,Male,,,,,,,,,,
Russell Toth,Russell Toth,Male,,,,,,,,,,
Zheng Michael Song,Zheng Michael Song,Male,,,,,,,,,,
Johan Hombert,Johan Hombert,Male,,,,,,,,,,
Asanga Fernando,Asanga Fernando,Male,,,,,,,,,,
Daniel Jones,Daniel Jones,Male,,,,,,,,,,
Peter Hinrichs,Peter Hinrichs,Male,,,,,,,,,,
Ron Harris,Ron Harris,Male,,,,,,,,,,
Timothy Guinnane,Timothy Guinnane,Male,,,,,,,,,,
Xing Li,Xing Li,Male,,,,,,,,,,
Òscar Jorda,��scar Jorda,Male,,,,,,,,,,
Andrea Tambalotti,Andrea Tambalotti,Male,,,,,,,,,,
Jing Cynthia Wu,Jing Cynthia Wu,Female,,,,,,,,,,
Zhongjun Qu,Zhongjun Qu,Male,,,,,,,,,,
Denis Tkachenko,Denis Tkachenko,Male,,,,,,,,,,
Joonyoung Hur,Joonyoung Hur,Male,,,,,,,,,,
Todd B. Walker,Todd B. Walker,Male,,,,,,,,,,
Eric M. Leeper,Eric M. Leeper,Male,ERIC LEEPER,,,,,,,,,
ҳcar Jorda,ҳCar Jorda,Unknown,,,,,,,,,,
Guido Kuersteiner,Guido Kuersteiner,Male,,,,,,,,,,
Hikaru Saijo,Hikaru Saijo,Male,,,,,,,,,,
Mark A. Aguiar,Mark A. Aguiar,Male,MARK AGUIAR,,,,,,,,,
Saki Bigio,Saki Bigio,Male,,,,,,,,,,
Yong Wang,Yong Wang,Male,,,,,,,,,,
Xuewen Liu,Xuewen Liu,Male,,,,,,,,,,
Murat Alp Celik,Murat Alp Celik,Male,Murat Alp. Celik,,,,,,,,,
Jie Bai,Jie Bai,Female,,,,,,,,,,
Edmund Malesky,Edmund Malesky,Male,,,,,,,,,,
Jacob N. Shapiro,Jacob N. Shapiro,Male,JACOB SHAPIRO,,,,,,,,,
Hani Mansour,Hani Mansour,Male,,,,,,,,,,
Daniel I. Rees,Daniel I. Rees,Male,,,,,,,,,,
Ethan B. Kapstein,Ethan B. Kapstein,Male,ETHAN KAPSTEIN,,,,,,,,,
