author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Kevin Milligan,"O Sister, Where Art Thou? The Role of Son Preference and Sex Choice: Evidence from ImmigrantsO Sister, Where Art Thou? The Role of Son Preference and Sex Choice: Evidence from Immigrants",University of British Columbia,Jan 07 2011,8:00 AM,"Sheraton, Vail",American Economic Association,Intergenerational Transmission of Socioeconomic Outcomes,J6,Sandra Black,University of Texas-Austin,Sandra Black,University of Texas-Austin,Marianne Page,University of California-Davis,Bhashkar Mazumder,Federal Reserve Bank of Chicago,Nathan Grawe,Carleton College,,,KEVIN MILLIGAN,Male,,,,,,NA,NA,NA,NA,NA,,
Kjetil Storesletten,From Wages to Welfare: Decomposing Gains and Losses from Rising Inequality,Federal Reserve Bank of Minneapolis,Jan 07 2011,2:30 PM,"Sheraton, Spruce",American Economic Association,Labor Market Shocks,E2,Chris Stoddard,Montana State University,,,,,,,,,,,KJETIL STORESLETTEN,Male,,,,,,NA,NA,NA,NA,NA,,
Klaus Desmet,Urban Accounting and Welfare,Universidad Carlos III,Jan 07 2011,2:30 PM,"Sheraton, Gold",American Economic Association,Theoretical and Empirical Advances in Agglomeration Economics,R1,Edward Glaeser,Harvard University,,,,,,,,,,,KLAUS DESMET,Male,,,,,,NA,NA,NA,NA,NA,,
Klaus Schmidt,You Owe Me,University of Munich,Jan 09 2011,8:00 AM,"Sheraton, Denver",American Economic Association,"Chatting, Bonding, Bribing - How Social Interaction Affects Other-Regarding Behavior",D6,Ernst Fehr,University of Zuerich,Colin Camerer,CalTech,Steven Tadelis,University of California-Berkeley,Rachel Crosson,University of Texas-Dallas,George Loewenstein,Carnegie Mellon University,,,Klaus Schmidt,Male,,,,,,NA,NA,NA,NA,NA,,
Koleman Strumpf,The Effect of File Sharing on Movies,University of Kansas,Jan 07 2011,2:30 PM,"Sheraton, Governor's Square 10",American Economic Association,Intellectual Property and Innovation,L1,Koleman Strumpf,University of Kansas,Timothy Bresnahan,Stanford University,John Van Reenen,London School of Economics,Timothy Simcoe,Boston University,Julie Mortimer,Harvard University,,,KOLEMAN STRUMPF,Male,,,,,,NA,NA,NA,NA,NA,,
Konstantin Sonin,A Political Theory of Populism,New Economic School,Jan 09 2011,8:00 AM,"Sheraton, Plaza Court 2",Econometric Society,"Contract Theory, Political Economy",D7,Stelios Michalopoulos,Tufts University,John Hatfield,Stanford University,Andrew F. Newman,Boston University and CEPR,Stelios Michalopoulos,Tufts University,Konstantin Sonin,New Economic School,,,KONSTANTIN SONIN,Male,,,,,,NA,NA,NA,NA,NA,,
Konstantinos Metaxoglou,In Search of the Truth: Challenges in Merger Simulation Analysis,Bates White LLC,Jan 07 2011,8:00 AM,"Sheraton, Spruce",American Economic Association,Evaluating Empirical Tools for Horizontal Merger Analysis,L4,Daniel Hosken,U.S. Federal Trade Commission,Michael A Salinger,Boston University,Michael R Baye,Indiana University,Han Hong,Stanford University,,,,,Konstantinos Metaxoglou,Male,,,,,,NA,NA,NA,NA,NA,,
Kosali Simon,Measuring the Impact of Health Insurance on Levels and Trends in Inequality and How Health Reform Could Affect Them,Cornell University,Jan 09 2011,10:15 AM,"Hyatt Regency, Capitol 7",Health Economics Research Organization/American Economic Association,Health Care Reform Issues,I1,Donald Yett,University of Southern California,Joseph Newhouse,Harvard University,Martin Gaynor,Carnegie Mellon University,Jon Gruber,Massachusetts Institute of Technology,,,,,KOSALI SIMON,Female,,,,,,NA,NA,NA,NA,NA,,
Kosali Simon,Incentivizing Healthy Behavior: Evidence from Personal Responsibility and Choice in West Virginia Medicaid,"Indiana University, Cornell University, and NBER",Jan 07 2011,2:30 PM,"Hyatt Regency, Capitol 7",Health Economics Research Organization,Research in Medicaid/Children's Health Insurance Program (CHIP),I1,Anthony Losasso,University of Illinois-Chicago,Thomas DeLeire,University of Wisconsin,Matthew Neidell,Columbia University,John Cawley,Cornell University,,,,,KOSALI SIMON,Female,,,,,,NA,NA,NA,NA,NA,,
Kose John,Spillover Effects in the Market for Corporate Control,New York University,Jan 08 2011,2:30 PM,"Marriott, Nat Hill",Association of Financial Economists,Industry Peers and Corporate Finance,G3,Lemma Senbet,University of Maryland,Ethan Cohen-Cole,University of Maryland,Michael Lemmon,University of Utah,Abraham S. Ravid,Rutgers University,,,,,KOSE JOHN,Male,,,,,,NA,NA,NA,NA,NA,,
Kozo Ueda,Banking Globalization and International Business Cycles,Bank of Japan,Jan 09 2011,10:15 AM,"Sheraton, Gold",American Economic Association,Fiscal Interventions,E6,Stephen Buckles,Vanderbilt University,,,,,,,,,,,Kozo Ueda,Male,,,,,,NA,NA,NA,NA,NA,,
Kristian Behrens,"Productive Cities: Sorting, Selection and Agglomeration",Universite du Quebec a Montreal,Jan 07 2011,2:30 PM,"Sheraton, Gold",American Economic Association,Theoretical and Empirical Advances in Agglomeration Economics,R1,Edward Glaeser,Harvard University,,,,,,,,,,,Kristian Behrens,Male,,,,,,NA,NA,NA,NA,NA,,
Kristopher Gerardi,Financial Literacy and Subprime Mortgage Delinquency: Evidence from a Survey Matched to Administrative Data,Federal Reserve Bank of Atlanta,Jan 09 2011,10:15 AM,"Sheraton, Silver",American Economic Association,Consumer Responses to Financial Market Incentives,D1,Xavier Gabaix,New York University,Jeremy Tobacman,University of Pennsylvania,Brad Barber,University of California-Davis,Wilko Bolt,De Nederlandsche Bank,Paige Marta Skiba,Vanderbilt University,,,KRISTOPHER GERARDI,Male,,,,,,NA,NA,NA,NA,NA,,
Kyna Fong,Markov Perfect Network Formation,Stanford University,Jan 08 2011,2:30 PM,"Hyatt Regency, Mineral Hall D & E",International Health Economics Association,Bargaining and Competition in Health Care Markets,A1,Martin Gaynor,Carnegie Mellon University,William B. Vogt,University of Georgia,Daniel Ackerberg,University of Michigan,Marc Rysman,Boston University,,,,,KYNA FONG,Female,,,,,,NA,NA,NA,NA,NA,,
Lan Zhang,Between Data Cleaning and Inference: Pre-Averaging and Other Robust Estimators of the Efficient Price,University of Illinois-Chicago and Oxford University,Jan 09 2011,10:15 AM,"Sheraton, Plaza Court 8",Econometric Society,Continuous Time Econometrics,C1,Xiaohong Chen,Yale University,Nour Meddahi,Toulouse School of Economics,Ernst Schaumburg,Federal Reserve Bank of New York,Yacine Ait-Sahalia,Princeton University,Bjorn Eraker,University of Wisconsin,,,LAN ZHANG,Female,,,,,,NA,NA,NA,NA,NA,,
Larry Epstein,A de Finetti Theorem for Capacities: Ambiguity about Correlation,Boston University,Jan 08 2011,10:15 AM,"Sheraton, Capitol",Korea-America Economic Association/American Economic Association,Recent Development in Microeconomics,D8,In-Koo Cho,University of Illinois-Urbana-Champaign,,,,,,,,,,,LARRY EPSTEIN,Male,,,,,,NA,NA,NA,NA,NA,,
Larry Karp,Climate Policy and Intergenerational Welfare,University of California-Berkeley,Jan 09 2011,1:00 PM,"Hyatt Regency, Capitol 6",Association of Environmental & Resource Economists,Climate Mitigation and Adaptation,Q4,Wolfram Schlenker,Columbia University,Wayne Gray,Clark University,Richard Howarth,Dartmouth College,Brian Murray,Duke University,Bruce Mizrach,Rutgers University,,,LARRY KARP,Male,,,,,,NA,NA,NA,NA,NA,,
Lars A. Lochstoer,Learning About Consumption Dynamics,Columbia University,Jan 09 2011,10:15 AM,"Marriott, Colorado Salons A & B",American Finance Association,Asset Pricing Theory,G1,Stavros Panageas,University of Chicago,Andrea Eisfeldt,Northwestern University,Ronald Giammarino,University of British Columbia,Lars Hansen,University of Chicago,Nicolae Garleanu,University of California-Berkeley,,,Lars A. Lochstoer,Male,Lars Lochstoer,,,,,NA,NA,NA,NA,NA,,
Lars Lefgren,"Rich Dad, Smart Dad: Decomposing the Intergenerational Transmission of Income",Brigham Young University,Jan 08 2011,10:15 AM,"Sheraton, Plaza Court 1",American Economic Association,Intergenerational Transfers,J2,Arthur Diamond,University of Nebraska-Omaha,,,,,,,,,,,LARS LEFGREN,Male,,,,,,NA,NA,NA,NA,NA,,
Lars Lefgren,"Student-Teacher Match Quality, Cardinal Test Measures, and Teacher Value Added",Brigham Young University,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 9",Econometric Society,Peer Effects and School Quality,I2,Lars Lefgren,Brigham Young University,W. Bentley MacLeod,Columbia University,Lars Lefgren,Brigham Young University,Martin Foureaux Koppensteiner,Queen Mary University of London,Habiba Djebbari,Laval University,,,LARS LEFGREN,Male,,,,,,NA,NA,NA,NA,NA,,
Lars-Alexander Kuehn,An Equilibrium Asset Pricing Model with Labor Market Search,Carnegie Mellon University,Jan 09 2011,8:00 AM,"Sheraton, Vail",American Economic Association,Asset Prices,E2,Sheng Guo,Florida International University,,,,,,,,,,,Lars-Alexander Kuehn,Male,,,,,,NA,NA,NA,NA,NA,,
Lars-Alexander Kuehn,An Equilibrium Asset Pricing Model with Labor Market Search,Carnegie Mellon University,Jan 09 2011,10:15 AM,"Marriott, Colorado Salons A & B",American Finance Association,Asset Pricing Theory,G1,Stavros Panageas,University of Chicago,Andrea Eisfeldt,Northwestern University,Ronald Giammarino,University of British Columbia,Lars Hansen,University of Chicago,Nicolae Garleanu,University of California-Berkeley,,,Lars-Alexander Kuehn,Male,,,,,,NA,NA,NA,NA,NA,,
Lasse Heje Pedersen,Measuring Systemic Risk,New York University,Jan 07 2011,2:30 PM,"Marriott, Colorado Salons A & B",American Finance Association,The Financial Crisis: Empirical Evidence,G1,Amir Sufi,University of Chicago,Sudheer Chava,Texas A&M University,Victoria Ivashina,Harvard Business School,Markus Brunnermeier,Princeton University,Philip Strahan,Boston College,,,LASSE HEJE PEDERSEN,Male,Peder Pedersen,LASSE PEDERSEN,,,,NA,NA,NA,NA,NA,,
Lasse Heje Pedersen,Time Series Momentum,New York University,Jan 09 2011,8:00 AM,"Marriott, Colorado Salon E",American Finance Association,Return Predictability,G1,Stefan Nagel,Stanford Graduate School of Business,Joshua Pollet,Emory University,Marcin Kacperczyk,New York University,Adrien Verdelhan,Massachusetts Institute of Technology,,,,,LASSE HEJE PEDERSEN,Male,Peder Pedersen,LASSE PEDERSEN,,,,NA,NA,NA,NA,NA,,
Lasse Heje Pedersen,Two Monetary Tools: Interest Rates and Haircuts,New York University,Jan 08 2011,2:30 PM,"Sheraton, Columbine",American Economic Association,Monetary Policy in Financial Crises,E5,Robin Greenwood,Harvard Business School,Tobias Adrian,Federal Reserve Bank of New York,Wei Xiong,Princeton University,Eric Swanson,Federal Reserve Bank of San Francisco,Viral Acharya,New York University,,,LASSE HEJE PEDERSEN,Male,Peder Pedersen,LASSE PEDERSEN,,,,NA,NA,NA,NA,NA,,
Laura Alfaro,Surviving the Global Financial Crisis: Foreign Direct Investment and Establishment Performance,Harvard Business School and NBER,Jan 09 2011,1:00 PM,"Sheraton, Century",American Economic Association,"Global Production, Sourcing and FDI: Causes and Effects",F2,Laura Alfaro,Harvard Business School and NBER,Marc Muendler,University of California-San Diego and NBER,James Markusen,University of Colorado-Boulder and NBER,Laura Alfaro,Harvard Business School and NBER,Sebnem Kalemli-Ozcan,University of Houston and NBER,,,LAURA ALFARO,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Dague,Getting Parents Enrolled in Medicaid: Lessons from Wisconsin‘s BadgerCare Plus Auto-Enrollment Process,University of Wisconsin,Jan 08 2011,2:30 PM,"Hyatt Regency, Granite C",Society of Government Economists,Claiming and Eligibility for Social Insurance Programs Using Administrative Data,H3,Mark Duggan,Council of Economic Advisors and University of Maryland,Gayle L. Reznik,Social Security Administration,Maximilian D. Schmeiser,University of Wisconsin-Madison,Till von Wachter,Columbia University,,,,,Laura Dague,Female,,,,,,NA,NA,NA,NA,NA,,
Laura T. Starks,Mutual Fund Tax Clienteles,University of Texas-Austin,Jan 08 2011,2:30 PM,"Marriott, Colorado Salons A & B",American Finance Association,Mutual Funds and Hedge Funds: Information and Behavior,G2,Marcin Kacperczyk,New York University,Stefan Nagel,Stanford University,Susan Kerr Christoffersen,McGill University,Robin Greenwood,Harvard Business School,Dimitri Vayanos,London School of Economics and Political Science,,,LAURA T. STARKS,Female,LAURA STARKS,,,,,NA,NA,NA,NA,NA,,
Laura T. Starks,Behind the Scenes: The Corporate Governance Preferences of Institutional Investors,University of Texas-Austin,Jan 08 2011,10:15 AM,"Marriott, Denver Suite IV",American Finance Association,"Corporate Governance, Ownership, and Activism",G3,Gregor Matvos,University of Chicago,Sanjai Bhagat,University of Colorado-Boulder,Todd Gormley,University of Pennsylvania,Bo Becker,Harvard Business School,,,,,LAURA T. STARKS,Female,LAURA STARKS,,,,,NA,NA,NA,NA,NA,,
Lauren Cohen,Complicated Trades,Harvard Business School,Jan 08 2011,10:15 AM,"Marriott, Colorado Salon E",American Finance Association,Investor Sentiment,G1,Robin Greenwood,Harvard Business School,Itamar Drechsler,New York University,Alok Kumar,University of Texas-Austin,Lily Fang,INSEAD,David McLean,University of Alberta,,,LAUREN COHEN,Female,,,,,,NA,NA,NA,NA,NA,,
Laurent Bouton,On the Properties of Runoff Elections when Voters are Strategic,Boston University,Jan 07 2011,8:00 AM,"Sheraton, Plaza Court 7",Econometric Society,Political Economy,P1,,,Andrea Matozzi,CalTech,David Ahn,University of California-Berkeley,Souav Bhattacharya,University of Pittsburgh,,,,,Laurent Bouton,Male,,,,,,NA,NA,NA,NA,NA,,
Laurent Gobillon,The Costs of Agglomeration: Land Prices in French Cities,National Institute of Demographic Studies-Paris,Jan 08 2011,2:30 PM,"Marriott, Denver Suite I & II",American Real Estate & Urban Economic Association/American Economic Association,Agglomeration and Entrepreneurship,O4,Stuart Rosenthal,Syracuse University,Esteban Rossi-Hansberg,Princeton University,Curtis Simon,Clemson University,Francois Ortalo-Magne,University of Wisconsin,Jan Brueckner,University of California-Irvine,,,Laurent Gobillon,Male,,,,,,NA,NA,NA,NA,NA,,
Lawrence H. Goulder,Addressing International Emissions Leakage in Domestic Climate-Change Policy,Stanford University,Jan 08 2011,2:30 PM,"Sheraton, Director's Row I",American Economic Association,Economic Policy Responses to Climate Change,Q5,Kenneth Judd,Hoover Institution,Sam Kortum,University of Chicago,Kenneth Judd,Hoover Institution,Todd Munson,Argonne National Laboratories,David Weisbach,University of Chicago,,,LAWRENCE H. GOULDER,Male,LAWRENCE GOULDER,,,,,NA,NA,NA,NA,NA,,
Leah Brooks,Sclerosis of the City: Inefficiency and the Assembly of Urban Land,University of Toronto,Jan 08 2011,8:00 AM,"Sheraton, Director's Row I",American Economic Association,The Economics of Skyscrapers and Land Use,R1,Arthur O’Sullivan,Lewis & Clark College,Edward Glaeser,Harvard University,Andrew Haughwout,Federal Reserve Bank of New York,Cletus Coughlin,Federal Reserve Bank of St. Louis,Robert Helsley,University of California-Berkeley,,,LEAH BROOKS,Female,,,,,,NA,NA,NA,NA,NA,,
Leah Brooks,Redefining the City: An Empirical Analysis of Land Assembly,University of Toronto,Jan 07 2011,8:00 AM,"Marriott, Denver Suite I & II",American Real Estate & Urban Economic Association,City Size and Land Development,R2,William Wheaton,Massachusetts Institute of Technology,William Wheaton,Massachusetts Institute of Technology,Lynn Fisher,University of North Carolina,Walter Torous,University of California-Los Angeles,Matt Turner,University of Toronto,,,LEAH BROOKS,Female,,,,,,NA,NA,NA,NA,NA,,
Leemore Dafny,Are Not-For-Profit Insurers Different?,Northwestern University,Jan 08 2011,8:00 AM,"Hyatt Regency, Capitol 7",Health Economics Research Organization,Are For-Profit Healthcare Providers and Payers Different? Recent Research and Policy Implications,I1,Mark G. Duggan,University of Maryland,Jill Horwitz,University of Michigan,Martin Gaynor,Carnegie Mellon University,Mireille Jacobson,RAND Corporation,,,,,LEEMORE DAFNY,Female,,,,,,NA,NA,NA,NA,NA,,
Lena Edlund,Marriage and Emancipation in the Age of the Pill,Columbia University,Jan 07 2011,2:30 PM,"Sheraton, Governor's Square 11",American Economic Association,New Empirics of Public Policy and Fertility in the U.S.,J1,Juan Pantano,Washington University in St. Louis,Melissa Kearney,University of Maryland,Robert Pollak,Washington University in St. Louis,Marianne Bitler,University of California-Irvine,V. Joseph Hotz,Duke University,,,LENA EDLUND,Female,,,,,,NA,NA,NA,NA,NA,,
Lena Edlund,The Mistreated Girls of China,Columbia University,Jan 09 2011,8:00 AM,"Hyatt Regency, Mineral Hall B",Chinese Economic Association in North America,Health Policies and Health Outcomes,I1,Maisy Wong,University of Pennsylvania,,,,,,,,,,,LENA EDLUND,Female,,,,,,NA,NA,NA,NA,NA,,
