author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Keith Kuester,The Performance of Competing Monetary Regimes under Model Uncertainty,Federal Reserve Bank of Philadelphia,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom G",American Economic Association,"Competing Monetary Strategies, Where Do We Go from Here?",E5,Volker Wieland,Goethe University Frankfurt,John B. Taylor,Stanford University,Yunus Aksoy,"Birkbeck College, University of London",Michael Dotsey,Federal Reserve Bank of Philadelphia,William A. Branch,University of California - Irvine,,,Keith Kuester,Male,,,,,,NA,NA,NA,NA,NA,,
Keith Marzilli Ericson,Age-Based Heterogeneity and Pricing Regulation on the Massachusetts Health Insurance Exchange,Boston University and NBER,Jan 04 2013,10:15 AM,"Hyatt, Ford C",National Tax Association,Health Care Cost Containment,I1,David Cutler,Harvard University and NBER,Benjamin Handel,University of California-Berkeley and NBER,Jeffrey Clemens,University of California-San Diego,Robert Town,University of Pennsylvania and NBER,Timothy Moore,George Washington University,,,Keith Marzilli Ericson,Male,Keith Ericson,,,,,NA,NA,NA,NA,NA,,
Keith Marzilli Ericson,How Product Standardization Affects Choice: Evidence from the Massachusetts Health Insurance Exchange,Boston University,Jan 06 2013,10:15 AM,"Hyatt, Edward A",American Economic Association,"Information, Health, and Insurance",I1,Keith Ericson,Boston University,Ginger Zhe Jin,University of Maryland,Joshua D. Gottlieb,University of British Columbia,Sofia Villas-Boas,University of California-Berkeley,Josh Schwartzstein,Dartmouth College,,,Keith Marzilli Ericson,Male,Keith Ericson,,,,,NA,NA,NA,NA,NA,,
Kelly Ragan,How Powerful Was the Pill? Quantifying a Contraceptive Technology Shock,Stockholm School of Economics,Jan 04 2013,8:00 AM,"Hyatt, Emma A & B",American Economic Association,Contraception and Abortion,J1,Martha Bailey,University of Michigan,,,,,,,,,,,KELLY RAGAN,Female,,,,,,NA,NA,NA,NA,NA,,
Kelly Shue,Executive Networks and Firm Policies: Evidence from the Random Assignment of MBA Peers,University of Chicago,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom C",American Economic Association,Social Interactions and Economic Choices,D8,Kenneth Ahern,University of Southern California,Hunt Allcott,New York University,Scott Carrell,University of California-Davis,Harrison Hong,Princeton University,Bruce Sacerdote,Dartmouth University,,,Kelly Shue,Female,,,,,,NA,NA,NA,NA,NA,,
Kelly Shue,Do Managers Do Good with Other Peoples' Money?,University of Chicago,Jan 05 2013,2:30 PM,"Marriott, Marina Salon D",American Finance Association,Agency Problems,G3,Dirk Jenter,Stanford University,Vicente Cunat,London School of Economics,Matthew Rhodes-Kropf,Harvard Business School,Jeffrey Coles,Arizona State University,,,,,Kelly Shue,Female,,,,,,NA,NA,NA,NA,NA,,
Kelsey Jack,The Leakage and Livelihood Impacts of Payments for Environmental Services: Evidence from Malawi,Tufts University,Jan 05 2013,2:30 PM,"Hyatt, Randle E",American Economic Association,The Impact of Cash Transfer Programs on Environmental Outcomes in Developing Countries,Q5,Annette Brown,International Initiative for Impact Evaluation (3ie),Thomas de Hoop,International Initiative for Impact Evaluation (3ie),Annette Brown,International Initiative for Impact Evaluation (3ie),Jennifer Alix-Garcia,University of Wisconsin-Madison,Maarten Voors,Wageningen University,Kelsey Jack,Tufts University,Kelsey Jack,Female,,,,,,NA,NA,NA,NA,NA,,
Kelsey Jack,"No Margin, No Mission? A Field Experiment on Incentives for Pro-Social Tasks",Tufts University,Jan 04 2013,10:15 AM,"Marriott, Solana",Economic Science Association,Motivated Agents and Incentives,C9,Angela de Oliveira,University of Massachusetts,Stephen Leider,University of Michigan,Sera Linardi,University of Pittsburgh,Ernesto Reuben,Columbia University,Marta Serra Garcia,University of Munich,,,Kelsey Jack,Female,,,,,,NA,NA,NA,NA,NA,,
Kelsey Wei,Sell-Side Analysts - Responses to Mutual Fund Flow-Driven Mispricing,University of Texas-Dallas,Jan 05 2013,10:15 AM,"Marriott, Balboa & Mission Hills",American Finance Association,"Liquidity, Trading, and Frictions",G1,Ronnie Sadka,Boston College,Kent Womack,University of Toronto,Kenneth Froot,NBER,Robert Korajczyk,Northwestern University,,,,,Kelsey Wei,Female,,,,,,NA,NA,NA,NA,NA,,
Kelsey Wei,A Glimpse Behind a Closed Door: The Long-Term Value of Buy-Side Research and its Effect on Fund Trades and Performance,University of Texas-Dallas,Jan 06 2013,8:00 AM,"Marriott, Marina Salon D",American Finance Association,"Analysts: Forecasts, Following, etc.",G1,Roni Michaely,Cornell University,Kent Womack,University of Toronto,Joshua Coval,Harvard Business School,Brad Barber,University of California-Davis,Amit Seru,University of Chicago,,,Kelsey Wei,Female,,,,,,NA,NA,NA,NA,NA,,
Kenneth A. Small,Implications of Carbon Taxes for Transportation Policies,University of California-Irvine and Resources for the Future,Jan 04 2013,10:15 AM,"Hyatt, Madeleine B",Transportation & Public Utilities Group/American Economic Association,Topics in Transportation Economics,L9,Wesley Wilson,University of Oregon,Kenneth Button,George Mason University,B. Starr McMullen,Oregon State University,Thomas Zlatoper,John Carroll University,John Bitzan,North Dakota State University,,,KENNETH A. SMALL,Male,KENNETH SMALL,,,,,NA,NA,NA,NA,NA,,
Kenneth Chay,"The 1966 FLSA Amendments, Hospital Costs and Employment, and Medicare",Brown University,Jan 05 2013,2:30 PM,"Hyatt, Emma A & B",American Economic Association,The Impacts of Great Society Programs,N3,Gavin Wright,Stanford University,Amitabh Chandra,Harvard University,Robert Margo,Boston University,David Deming,Harvard University,Jordan Matsudaira,Cornell University,,,KENNETH CHAY,Male,,,,,,NA,NA,NA,NA,NA,,
Kenneth Flamm,The Effects of USF E-rate Subsidies on Broadband Competition,University of Texas,Jan 05 2013,10:15 AM,"Hyatt, Madeleine B",Transportation & Public Utilities Group,Universal Service and Openness,L9,David Gabel,Queens College,Scott Wallsten,Technology Policy Institute,Brad Wimmer,University of Nevada,,,,,,,KENNETH FLAMM,Male,,,,,,NA,NA,NA,NA,NA,,
Kenza Benhima,Capital Controls with International Reserve Accumulation: Can This Be Optimal?,University of Lausanne (HEC),Jan 06 2013,8:00 AM,"Hyatt, Cunningham A & B",Econometric Society,Offshoring and Technology Transfer,F2,Philippe Bacchetta,University of Lausanne,,,,,,,,,,,Kenza Benhima,Female,,,,,,NA,NA,NA,NA,NA,,
Kevin Schnepel,On Accurate Cluster-Robust Inference,Economics UCSB,Jan 05 2013,10:15 AM,"Hyatt, Gibbons",Econometric Society,Testing,C1,Douglas Steigerwald,University of California-Santa Barbara,Hiroaki Kaido,Boston University,Federico Bugni,Duke University,Tim Vogelsang,Michigan State University,Ulrich Muller,Princeton University,,,Kevin Schnepel,Male,,,,,,NA,NA,NA,NA,NA,,
Keyu Jin,International Transmission through Relative Prices,London School of Economics,Jan 05 2013,10:15 AM,"Marriott, Malibu",International Economic & Finance Society,Exchange Rates and Prices,F3,Mario Crucini,Vanderbilt University,Michael Sposi,Federal Reserve Bank of Dallas,Robert J. Vigfusson,Federal Reserve Board,Scott Davis,Federal Reserve Bank of Dallas,Eric Bond,Vanderbilt University,,,Keyu Jin,Female,,,,,,NA,NA,NA,NA,NA,,
Kingsley Fong,Do Security Analysts Discipline Credit Rating Agencies?,University of New South Wales,Jan 06 2013,8:00 AM,"Marriott, Marina Salon D",American Finance Association,"Analysts: Forecasts, Following, etc.",G1,Roni Michaely,Cornell University,Kent Womack,University of Toronto,Joshua Coval,Harvard Business School,Brad Barber,University of California-Davis,Amit Seru,University of Chicago,,,Kingsley Fong,Male,,,,,,NA,NA,NA,NA,NA,,
Kingsley Fong,International Evidence on Algorithmic Trading,University of New South Wales,Jan 06 2013,1:00 PM,"Marriott, Marina Salon F",American Finance Association,High Frequency Trading,G1,Hendrik Bessembinder,University of Utah,Charles Jones,Columbia University,Terrence Hendershott,University of California-Berkeley,Andrei Kirilenko,Commodity Futures Trading Commission,Albert (Pete) Kyle,University of Maryland,,,Kingsley Fong,Male,,,,,,NA,NA,NA,NA,NA,,
Koichiro Ito,Does Conservation Targeting Work? Evidence from a Statewide Electricity Rebate Program in California,Stanford University,Jan 04 2013,2:30 PM,"Hyatt, Edward A",American Economic Association,Consumer Choice and Energy Demand: Empirical Policy Evaluations,Q4,Hunt Allcott,New York University,Judd Kessler,University of Pennsylvania,Peter C. Reiss,Stanford University,Kelsey Jack,Tufts University,Paulina Oliva,University of California-Santa Barbara,,,Koichiro Ito,Male,,,,,,NA,NA,NA,NA,NA,,
Kosali Simon,Evaluating the Short-Run Impact of Medical Loss Ratio Regulation on the Individual and Small Group Markets,Indiana University,Jan 05 2013,8:00 AM,"Marriott, Coronado Room",Health Economics Research Organization/American Economic Association,Early Effects of the 2010 Affordable Care Act,I1,Donald Yett,University of Southern California,Thomas Buchmueller,University of Michigan,Donald Kenkel,Cornell University,Michael E. Chernew,Harvard University,,,,,KOSALI SIMON,Female,,,,,,NA,NA,NA,NA,NA,,
Kosali Simon,The Effects of Rate Regulation in the Market for Supplemental Health Insurance,Indiana University and NBER,Jan 04 2013,10:15 AM,"Hyatt, Ford B",International Health Economics Association,Health Insurance Market Innovations,I1,Wesley Yin,Boston University and NBER,Sandra L. Decker,National Center for Health Statistics,Dara N. Lee,University of Missouri,W. David Bradford,University of Georgia,,,,,KOSALI SIMON,Female,,,,,,NA,NA,NA,NA,NA,,
Kose John,Why is Debt Tax-Deductible? Incentives and Public Policy,New York University,Jan 05 2013,8:00 AM,"Marriott, Miramar",Association of Financial Economists,"Incentives, Contracts and Institutions",G3,Anthony Saunders,New York University,Dhammika Dharmapala,University of Illinois,Alex Edmans,University of Pennsylvania,Andrew Winton,University of Minnesota,,,,,KOSE JOHN,Male,,,,,,NA,NA,NA,NA,NA,,
Kose John,Managerial Entrenchment Waves,New York University,Jan 04 2013,10:15 AM,"Marriott, Miramar",Association of Financial Economists,Takeovers and Merger Waves,G3,Simi Kedia,Rutgers University,Audra L. Boone,Texas A&M University,Matthias Kahl,University of Colorado,Micah S. Officer,Loyola Marymount University,Sris Chatterjee,Fordham University,,,KOSE JOHN,Male,,,,,,NA,NA,NA,NA,NA,,
Kristopher Gerardi,Accounting for the Growth in Residential Leverage in the 2000s,Federal Reserve Bank of Atlanta,Jan 06 2013,1:00 PM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Exploring the Role of Mortgage Lending Using Credit Report Data,E2,Bent Sorensen,University of Houston,Shane M. Sherlund,Federal Reserve Board,Wilbert van der Klaauw,Federal Reserve Bank of New York,Sumit Agarwal,National University of Singapore,Greg Kaplan,Princeton University,,,KRISTOPHER GERARDI,Male,,,,,,NA,NA,NA,NA,NA,,
Kurt Mitman,Macroeconomic Effects of Bankruptcy and Foreclosure Policies,University of Pennsylvania,Jan 05 2013,2:30 PM,"Hyatt, Cunningham A & B",Econometric Society,Credit and Bankruptcy,G3,TengTeng Xu,Bank of Canada,,,,,,,,,,,Kurt Mitman,Male,,,,,,NA,NA,NA,NA,NA,,
Kyle Handley,"Private Equity, Jobs and Productivity",Stanford University,Jan 04 2013,10:15 AM,"Hyatt, Manchester A",American Economic Association,"Firms, Innovation and Productivity",O4,Chad Syverson,University of Chicago,,,,,,,,,,,Kyle Handley,Male,,,,,,NA,NA,NA,NA,NA,,
Lakshmi Iyer,"Political Identity, Religion and Public Health Delivery in India",Harvard Business School,Jan 04 2013,8:00 AM,"Hyatt, Ford A",American Economic Association,Political Economy- India,H1,Karthik Muralidharan,University of California-San Diego,Saumitra Jha,Stanford University,Jared Rubin,Chapman University,Sandip Sukhtankar,Dartmouth College,Ugo Troiano,Harvard University,,,Lakshmi Iyer,Female,,,,,,NA,NA,NA,NA,NA,,
Larry Epstein,How Much Would You Pay to Resolve Long-Run Risk?,Boston University,Jan 06 2013,10:15 AM,"Hyatt, Elizabeth Ballroom B",American Economic Association,Risk Premia and the Macroeconomy under Non-standard Preferences,G1,Anastasios Karantounias,Federal Reserve Bank of Atlanta,Amir Yaron,University of Pennsylvania,Christopher Sleet,Carnegie Mellon University,Stanley E. Zin,New York University,David Backus,New York University,,,LARRY EPSTEIN,Male,,,,,,NA,NA,NA,NA,NA,,
Latika Chaudhary,Institutions and Literacy in the Princely States,Scipps College,Jan 04 2013,8:00 AM,"Hyatt, Ford A",American Economic Association,Political Economy- India,H1,Karthik Muralidharan,University of California-San Diego,Saumitra Jha,Stanford University,Jared Rubin,Chapman University,Sandip Sukhtankar,Dartmouth College,Ugo Troiano,Harvard University,,,LATIKA CHAUDHARY,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Alfaro,Do Prices Determine Vertical Integration? Evidence from Trade Policy,Harvard Business School,Jan 04 2013,10:15 AM,"Hyatt, Edward A",American Economic Association,Global Production Chains,F1,Kalina Manova,Stanford University,Thibault Fally,University of Colorado-Boulder,Robert Feenstra,University of California-Davis,Davin Chor,Singapore Management University,George Alessandria,Federal Reserve Bank of Philadelphia,,,LAURA ALFARO,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Alfaro,"Sovereigns, Upstream Capital Flows and Global Imbalances",Harvard University,Jan 04 2013,2:30 PM,"Hyatt, Elizabeth Ballroom B",American Economic Association,Lucas Paradox: Why Doesn't Capital Flow in Developing Economies?,O4,"Robert Lucas, Jr.",University of Chicago,Francesco Caselli,London School of Economics,Paul Collier,University of Oxford,Lant Pritchett,Harvard University,Olivier Jeanne,Johns Hopkins University,,,LAURA ALFARO,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Kawano,How the Rich Respond to Tax Rate Increases: Evidence from High-Income Taxpayer Responses to the 1993 Tax Act,U.S. Treasury Department,Jan 05 2013,2:30 PM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Heterogeneity of Income Responses to Taxation,H2,Len Burman,Syracuse University,Len Burman,Syracuse University,Jon Bakija,Williams College,Jeff Larrimore,Joint Committee on Taxation,David Joulfaian,U.S. Treasury Department,,,Laura Kawano,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Liu,Intangible Assets and Cross-Sectional Stock Returns: Evidence from Structural Estimation,Hong Kong University of Science & Technology,Jan 05 2013,2:30 PM,"Hyatt, Randle D",American Economic Association,Intangible Capital and Asset Prices,G1,Hengjie Ai,Duke University,Lu Zhang,Ohio State University,Leonid Kogan,Massachusetts Institute of Technology,Joao Gomes,University of Pennsylvania,John Heaton,University of Chicago,,,Laura Liu,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Turner,"Social Security, Endogenous Retirement and Intrahousehold Cooperation",University of Toronto,Jan 04 2013,2:30 PM,"Hyatt, Manchester E",American Economic Association,Household Saving and Retirement,E2,Irina Telyukova,University of California-San Diego,Carlos Garriga,Federal Reserve Bank of St. Louis,Eric French,Federal Reserve Bank of Chicago,Karen Kopecky,Federal Reserve Bank of Atlanta,Selahattin Imrohoroglu,University of Southern California,,,LAURA TURNER,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Veldkamp,Uncertainty Shocks: Puzzling Facts and Learning Theory,New York University,Jan 05 2013,8:00 AM,"Hyatt, Elizabeth Ballroom F",American Economic Association,Models of Uncertainty Shocks,E3,Laura Veldkamp,New York University,Lars Peter Hansen,University of Chicago,Ruediger Bachmann,RWTH Aachen University,Martin Eichenbaum,Northwestern University,,,,,LAURA VELDKAMP,Female,,,,,,NA,NA,NA,NA,NA,,
Laura Veldkamp,Time-Varying Fund Manager Skill,New York University,Jan 06 2013,10:15 AM,"Marriott, Marina Salon F",American Finance Association,Mutual Fund Performance,G2,Lu Zheng,University of California-Irvine,Diane Del Guercio,University of Oregon,Zheng Sun,University of California-Irvine,William N. Goetzmann,Yale University,Clemens Sialm,University of Texas-Austin,,,LAURA VELDKAMP,Female,,,,,,NA,NA,NA,NA,NA,,
Leandro Carvalho,The Effects of Savings on Risk-Taking and Intertemporal Choice Behavior: Evidence from a Randomized Experiment,RAND,Jan 05 2013,2:30 PM,"Hyatt, Manchester E",American Economic Association,Determinants of Time Preferences,D9,David I. Laibson,Harvard University,David I. Laibson,Harvard University,Daniel Silverman,University of Michigan,Shane Frederick,Yale University,Stefano DellaVigna,University of California-Berkeley,,,Leandro Carvalho,Male,,,,,,NA,NA,NA,NA,NA,,
Lee Lockwood,Incidental Bequests: Bequest Motives and the Choice to Self-Insure Late-Life Risks,NBER,Jan 04 2013,2:30 PM,"Hyatt, Manchester E",American Economic Association,Household Saving and Retirement,E2,Irina Telyukova,University of California-San Diego,Carlos Garriga,Federal Reserve Bank of St. Louis,Eric French,Federal Reserve Bank of Chicago,Karen Kopecky,Federal Reserve Bank of Atlanta,Selahattin Imrohoroglu,University of Southern California,,,Lee Lockwood,Male,,,,,,NA,NA,NA,NA,NA,,
