author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4
Matthew Freedman,"Redistribution, Delegation, and Regulators' Incentives: Evidence from the Clean Air Act",Cornell University,Jan 05 2014,10:15 AM,"Loews Philadelphia Hotel, Washington C",American Real Estate & Urban Economic Association,Urban Public Policy,R5,Leah Brooks,Federal Reserve Board,Erdal Tekin,Georgia State University,John Anderson,University of Nebraska-Lincoln,Zackary Hawley,Texas Christian University,Justin Gallagher,Case Western University,,,MATTHEW FREEDMAN,Male,,,,,,NA,NA,NA,NA,NA
Matthew Freedman,Tax Incentives and Housing Investment in Low-Income Neighborhoods,Cornell University,Jan 03 2014,12:30 PM,"Loews Philadelphia Hotel, Washington B",American Real Estate & Urban Economic Association,Neighborhood Development,R2,Yannis Ioannides,Tufts University,Ingrid Gould Ellen,New York University,Anna Hardman,Tufts University,Junfu Zhang,Clark University,Lauren Lambie-Hanson,Federal Reserve Bank of Philadelphia,,,MATTHEW FREEDMAN,Male,,,,,,NA,NA,NA,NA,NA
Matthew Freedman,"Immigration, Employment Opportunities, and Criminal Behavior",Cornell University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon K",American Economic Association,Economics of Crime,K4,Matthew Lindquist,"SOFI, Stockholm University",Erdal Tekin,Georgia State University,Matthew J. Lindquist,"SOFI, Stockholm University",Patrick Bayer,NBER and Duke University,Jacob L. Vigdor,Duke University,,,MATTHEW FREEDMAN,Male,,,,,,NA,NA,NA,NA,NA
Matthew Gentzkow,Costly Persuasion,University of Chicago,Jan 04 2014,2:30 PM,"Pennsylvania Convention Center, 103-C",American Economic Association,Theory of Persuasion,D8,Matthew Gentzkow,University of Chicago,Paul Milgrom,Stanford Univeristy,Ilya Segal,Stanford University,Navin Kartik,Columbia University,,,,,MATTHEW GENTZKOW,Male,,,,,,NA,NA,NA,NA,NA
Matthew Gentzkow,Trading Dollars for Dollars: The Price of Attention Online and Offline,University of Chicago,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 204-A",American Economic Association,Economics of the Internet and Mobile Computing,L1,Glenn Ellison,Massachusetts Institute of Technology,Hal Varian,Google,Susan Athey,Stanford University,Pat Bajari,Amazon,,,,,MATTHEW GENTZKOW,Male,,,,,,NA,NA,NA,NA,NA
Matthew Gentzkow,Do Pharmacists Buy Bayer? Sophisticated Shoppers and the Brand Premium,University of Chicago and NBER,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 201-A",American Economic Association,Information and Learning in Over-the-Counter and Online Drug Markets,D8,Sofia Villas-Boas,University of California-Berkeley,Sara Ellison,Massachusetts Institute of Technology,Liran Einav,Stanford University,Justine Hastings,Brown University,Benjamin R. Handel,University of California-Berkeley,,,MATTHEW GENTZKOW,Male,,,,,,NA,NA,NA,NA,NA
Matthew Harding,Environmental Justice: Evidence from Superfund Cleanup Durations,Stanford University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon L",Association of Environmental & Resource Economists,Domestic Environmental Policy,Q5,Meredith Fowlie,University of California-Berkeley,Nicolai Kuminoff,Arizona State University,Justin Gallagher,Case Western University,Jaren Pope,Brigham Young University,Kevin Novan,University of California-Davis,,,Matthew Harding,Male,,,,,,NA,NA,NA,NA,NA
Matthew J. Notowidigdo,Duration Dependence and Labor Market Conditions: Theory and Evidence from a Field Experiment,University of Chicago,Jan 03 2014,8:00 AM,"Pennsylvania Convention Center, 103-A",American Economic Association,Individual and Employer Responses to Unemployment,J6,Laura Kawano,US Department of Treasury,Ann Huff Stevens,University of California-Davis,Till von Wachter,University of California-Los Angeles,,,,,,,Matthew J. Notowidigdo,Male,MATT NOTOWIDIGDO,MATTHEW NOTOWIDIGDO,,,,NA,NA,NA,NA,NA
Matthew J. Notowidigdo,Liquidity Constraints and Consumer Bankruptcy: Evidence from Tax Rebates,University of Chicago,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 103-C",American Economic Association,Consumption and Debt Response to Income Shocks,E2,Christopher Carroll,Johns Hopkins University,Jonathan A. Parker,Northwestern University,David S. Johnson,US Census Bureau,Jane Dokko,Federal Reserve Board,Erik Hurst,University of Chicago,,,Matthew J. Notowidigdo,Male,MATT NOTOWIDIGDO,MATTHEW NOTOWIDIGDO,,,,NA,NA,NA,NA,NA
Matthew J. Notowidigdo,The Effect of Wealth on Household Labor Supply: Evidence from Swedish Lotteries,University of Chicago,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 202-A",American Economic Association,Labor Supply,J2,Matthew Notowidigdo,University of Chicago,Che-Yuan Liang,Uppsala University,Håkan Selin,Uppsala University,Johanna Wallenius,Stockholm School of Economics,Erik Lindqvist,Stockholm School of Economics,,,Matthew J. Notowidigdo,Male,MATT NOTOWIDIGDO,MATTHEW NOTOWIDIGDO,,,,NA,NA,NA,NA,NA
Matthew Jackson,Come Play with Me: Experimental Evidence of Information Diffusion About Rival Goods,Stanford University,Jan 05 2014,8:00 AM,"Pennsylvania Convention Center, 201-A",American Economic Association,Strategic Learning: Theory and Evidence,D8,Abhijit Banerjee,Massachusetts Institute of Technology,Matthew Elliott,California Institute of Technology,Arun Chandrasekhar,Stanford University,Juan Pablo Xandri,Princeton University,Petra Persson,Stanford University,,,Matthew Jackson,Male,,,,,,NA,NA,NA,NA,NA
Matthew Shum,"\Setting the Tone\"" and \""Drawing the Line\"" in Chittagong Tea Auctions""",California Institute of Technology,Jan 05 2014,10:15 AM,"Pennsylvania Convention Center, 204-B",American Economic Association,Understanding the Auction Process: New Theories and Empirical Evidence,L2,Ulrike Malmendier,University of California-Berkeley,David Reiley,Google Inc,Jennifer Brown,Northwestern University,Mallesh Pai,University of Pennsylvania,Steven Tadelis,University of California-Berkeley and eBay Research Labs,,,MATTHEW SHUM,Male,,,,,,NA,NA,NA,NA,NA
Matthias Kehrig,Multi-Unit Firms and Investment Dynamics,University of Texas-Austin,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 103-B",American Economic Association,"Financial Frictions, Business Cycles and Investment Dynamics",E2,Matthias Kehrig,University of Texas-Austin,Francois Gourio,Boston University,Luke Taylor,University of Pennsylvania,Liu Yang,University of Maryland,Berardino Palazzo,Boston University,,,Matthias Kehrig,Male,"Matthias Kehrig, University of Texas",,,,,NA,NA,NA,NA,NA
Matthias Kehrig,Disentangling Labor Supply and Demand Shifts Using Spatial Wage Dispersion: The Case of Oil Price Shocks,University of Texas-Austin,Jan 04 2014,2:30 PM,"Philadelphia Marriott, Meeting Room 404",Econometric Society,Unemployment Across Regions and Sectors,J3,Marianna Kudlyak,Federal Reserve Bank of Richmond,,,,,,,,,,,Matthias Kehrig,Male,"Matthias Kehrig, University of Texas",,,,,NA,NA,NA,NA,NA
Matthieu Bussiere,In Defense of Early Warning Signals,Banque de France,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon F",American Economic Association,Understanding Economic and Financial Crises,E6,Henning Bohn,University of California-Santa Barbara,John B. Taylor,Stanford University,John Leahy,New York University,Olivier Blanchard,International Monetary Fund,Andrew Berg,International Monetary Fund,,,Matthieu Bussiere,Male,,,,,,NA,NA,NA,NA,NA
Maureen Cropper,How Effective are U.S. Renewable Energy Subsidies in Cutting Greenhouse Gases?,University of Maryland,Jan 04 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon E",American Economic Association,Climate Change Policy after Kyoto,Q5,Nicholas Stern,London School of Economics,Gilbert Metcalf,Tufts University,,,,,,,,,MAUREEN CROPPER,Female,,,,,,NA,NA,NA,NA,NA
Maureen Cropper,Declining Discount Rates,University of Maryland,Jan 03 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon E",American Economic Association,Discounting for the Long Run,D8,Nicholas Stern,London School of Economics,Kenneth Arrow,Stanford University,,,,,,,,,MAUREEN CROPPER,Female,,,,,,NA,NA,NA,NA,NA
Maureen Cropper,Are Power Plants in India Less Efficient than Power Plants in the United States?,University of Maryland,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Meeting Room 307",American Economic Association,Energy in the Developing World,Q4,Meredith Fowlie,University of California-Berkeley,Shanjun Li,Cornell University,Gilbert Metcalf,Tufts University,Jim Bushnell,University of California-Davis,,,,,MAUREEN CROPPER,Female,,,,,,NA,NA,NA,NA,NA
Maurice Kugler,Inside the War on Drugs: Effectiveness and Unintended Consequences of a Large Illicit Crop Eradication Program In Colombia,United Nations Development Programs,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 108-B",American Economic Association,Crime & Corruption,K4,Dale Cloninger,University of Houston-Clear Lake,,,,,,,,,,,MAURICE KUGLER,Male,,,,,,NA,NA,NA,NA,NA
Maurizio Mazzocco,"Labor Supply, Wealth Dynamics, and Marriage Decisions",University of California-Los Angeles,Jan 04 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,"Marriage, Divorce, and Female Labor Force Participation",D1,Richard Blundell,University College London,Richard Blundell,University College London,Aloysius Siow,University of Toronto,Alessandra Voena,University of Chicago,,,,,MAURIZIO MAZZOCCO,Male,,,,,,NA,NA,NA,NA,NA
Maxim Ulrich,"Nominal Bonds, Real Bonds, and Equity",Columbia University,Jan 03 2014,8:00 AM,"Loews Philadelphia Hotel, Commonwealth Hall D",American Finance Association,Macro Finance,G1,Ralph Koijen,University of Chicago,Jules van Binsbergen,Stanford University,Lars A. Lochstoer,Columbia University,Leonid Kogan,Massachusetts Institute of Technology,,,,,Maxim Ulrich,Male,,,,,,NA,NA,NA,NA,NA
Maximilian Auffhammer,Powering Up China: The Drivers of Residential Energy Consumption,University of California-Berkeley,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Meeting Room 307",American Economic Association,Energy in the Developing World,Q4,Meredith Fowlie,University of California-Berkeley,Shanjun Li,Cornell University,Gilbert Metcalf,Tufts University,Jim Bushnell,University of California-Davis,,,,,MAXIMILIAN AUFFHAMMER,Male,,,,,,NA,NA,NA,NA,NA
Maximilian Kasy,Using data to inform policy,Harvard University,Jan 05 2014,1:00 PM,"Philadelphia Marriott, Meeting Room 403",Econometric Society,Inference and Statistical Decision Theory,C1,Xu Cheng,University of Pennsylvania,Jose Motiel Olea,New York University,Xiaoxia Shi,University of Wisconsin-Madison,,,,,,,Maximilian Kasy,Male,,,,,,NA,NA,NA,NA,NA
Meghana Ayyagari,"Politics, State Ownership, and Corporate Investments",George Washington University,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Commonwealth Hall C",American Finance Association,Interactions Between Firms and Politicians,G3,William Megginson,University of Oklahoma,Jiekun Huang,National University of Singapore,David C. Parsley,Vanderbilt University,Kateryna Holland,University of Oklahoma,Jin Xu,Purdue University,,,MEGHANA AYYAGARI,Female,,,,,,NA,NA,NA,NA,NA
Melissa Dell,Trafficking Networks and the Mexican Drug War,Harvard University,Jan 05 2014,10:15 AM,"Loews Philadelphia Hotel, Regency Ballroom C2",Latin American and Caribbean Economic Association,Illegal Markets and Violence,K4,Jens Ludwig,University of Chicago,Jeffrey Clemens,University of California-San Diego,Sebastian Galiani,University of Maryland,,,,,,,Melissa Dell,Female,,,,,,NA,NA,NA,NA,NA
Menno Pradhan,Double for Nothing? The Effects of Unconditional Teacher Salary Increases on Performance,VU University Amsterdam,Jan 03 2014,12:30 PM,"Pennsylvania Convention Center, 106-B",Society of Government Economists,Education Policy in Developing Countries,I2,Quentin Wodon,World Bank,,,,,,,,,,,Menno Pradhan,Male,,,,,,NA,NA,NA,NA,NA
Menzie Chinn,The Structural Behavior of China-US Trade Flows,University of Wisconsin,Jan 03 2014,10:15 AM,"Pennsylvania Convention Center, 105-A",Chinese Economic Association in North America/American Economic Association,Greater China and the World Economy I,F6,ShangJin Wei,Columbia University,BeenLon Chen,Academia Sinica,Liugang Sheng,Chinese University of Hong Kong,Yong Wang,Hong Kong University of Science and Technology,Se Yan,Peking University,,,MENZIE CHINN,Male,"Menzie Chinn, University of Wisconsin",Menzie D. Chinn,MENZIED. CHINN,,,NA,NA,NA,NA,NA
Meta Brown,Financial Education and the Debt Behavior of the Young,Federal Reserve Bank of New York,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,Financial Decision-Making and the Household Balance Sheet,G2,David Laibson,Harvard University,Kory Kroft,University of Toronto,Frank Warnock,University of Virginia,Raven Molloy,Federal Reserve Board,Brian Bucks,Consumer Financial Protection Bureau,,,META BROWN,Female,,,,,,NA,NA,NA,NA,NA
Meta Brown,The Impact of Housing Markets on Consumer Debt: Credit Report Evidence from 1999 to 2012,Federal Reserve Bank of New York,Jan 03 2014,2:30 PM,"Pennsylvania Convention Center, 107-B",American Economic Association,Housing,R2,Lynn Fisher,University of North Carolina-Chapel Hill,,,,,,,,,,,META BROWN,Female,,,,,,NA,NA,NA,NA,NA
Meta Brown,Does Rising Student Debt Affect the Home Purchase of Young Borrowers?,Federal Reserve Bank of New York,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Grand Ballroom - Salon B",American Economic Association,Financial Decision-Making and the Household Balance Sheet,G2,David Laibson,Harvard University,Kory Kroft,University of Toronto,Frank Warnock,University of Virginia,Raven Molloy,Federal Reserve Board,Brian Bucks,Consumer Financial Protection Bureau,,,META BROWN,Female,,,,,,NA,NA,NA,NA,NA
Michael Brandt,Distilling the Macroeconomic News Flow,Duke University,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 201-A",Econometric Society,Opportunities and Pitfalls of Big Data,C1,Francis Diebold,University of Pennsylvania,,,,,,,,,,,MICHAEL BRANDT,Male,,,,,,NA,NA,NA,NA,NA
Michael Darden,The Effects of Parental Health Shocks on Adult Offspring Smoking Behavior: Evidence from a Long Panel,Tulane University,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Meeting Room 403",Econometric Society,Life-Cycle Decision-Making with Intergenerational Interactions and Health/Life Expectations,I1,Donna Gilleskie,University of North Carolina,David Blau,Ohio State University,Clement Joubert,University of North Carolina,Dan Silverman,Arizona State University,,,,,Michael Darden,Male,,,,,,NA,NA,NA,NA,NA
Michael Delgado,Third Party Certification and the Effectiveness of Voluntary Pollution Abatement Programs: Evidence from Responsible Care,Purdue University,Jan 05 2014,10:15 AM,"Philadelphia Marriott, Grand Ballroom - Salon L",Association of Environmental & Resource Economists,Habit Formation and Voluntary Approaches to Environmental Policy,Q5,John List,University of Chicago,Hunt Allcott,New York University,George Deltas,University of Illinois,Anna Alberini,University of Maryland,Jill J. McCluskey,Washington State University,,,Michael Delgado,Male,,,,,,NA,NA,NA,NA,NA
Michael E. Waugh,Agricultural Productivity Differences Across Countries,New York University,Jan 04 2014,8:00 AM,"Pennsylvania Convention Center, 201-B",American Economic Association,Macro Development with Micro Data,O4,Peter Klenow,Stanford University,Dean Karlan,Yale University,Diego Restuccia,University of Toronto,Pascaline Dupas,Stanford University,,,,,Michael E. Waugh,Male,MICHAEL WAUGH,,,,,NA,NA,NA,NA,NA
Michael E. Waugh,Agricultural Productivity Differences across Countries,New York University,Jan 05 2014,8:00 AM,"Philadelphia Marriott, Meeting Room 405",Econometric Society,Productivity Differences across Time and Space,E2,David Lagakos,Arizona State University,,,,,,,,,,,Michael E. Waugh,Male,MICHAEL WAUGH,,,,,NA,NA,NA,NA,NA
Michael Ehrmann,The Euro Exchange Rate During the European Sovereign Debt Crisis - Dancing to Its Own Tune?,Bank of Canada,Jan 04 2014,8:00 AM,"Loews Philadelphia Hotel, Congress C","International Banking, Economics & Finance Association",European Banking and Monetary Transmission,G2,Wayne Passmore,Federal Reserve Board,Jens Christensen,Federal Reserve Bank of San Francisco,Louis Raes,Tilburg University,Loretta Mester,Federal Reserve Bank of Philadelphia,Larry Wall,Federal Reserve Bank of Atlanta,,,MICHAEL EHRMANN,Male,,,,,,NA,NA,NA,NA,NA
Michael Ehrmann,Exploring Differences in Household Debt across Euro Area Countries and the United States,Bank of Canada,Jan 04 2014,10:15 AM,"Pennsylvania Convention Center, 103-B",American Economic Association,Household Finances during the Crisis - A European-United States Perspective,D1,Michael Ehrmann,European Central Bank,Enrichetta Ravina,Columbia University,Luigi Pistaferri,Stanford University,Gianluca Violante,New York University,Daniel Cooper,Federal Reserve Bank of Boston,,,MICHAEL EHRMANN,Male,,,,,,NA,NA,NA,NA,NA
Michael Greenstone,Can Payments for Environmental Services Save the Forest? The Effects of an Avoided Deforestation Initiative in the Brazilian Amazon,Massachusetts Institute of Technology and NBER,Jan 05 2014,1:00 PM,"Pennsylvania Convention Center, 103-A",American Economic Association,"Deforestation, Land-Use Change and Contracts",Q5,Paul Scott,Tolouse School of Economics,,,,,,,,,,,Michael Greenstone,Male,NBER Michael Greenstone,,,,,NA,NA,NA,NA,NA
